timestamp,btc_price,aixbt_price
2025-04-03 19:09:59.600847+00:00,50000.0,0.00012345
2025-04-03 20:09:59.600853+00:00,49878.39496729196,0.00012333009429928428
2025-04-03 21:09:59.600855+00:00,49872.1826843486,0.00012305691706794575
2025-04-03 22:09:59.600856+00:00,50040.61981883712,0.00012325435508699306
2025-04-03 23:09:59.600856+00:00,50135.549904801795,0.0001237574698315502
2025-04-04 00:09:59.600857+00:00,50051.66769109933,0.00012349850941686794
2025-04-04 01:09:59.600858+00:00,49817.600189486795,0.0001229050200982486
2025-04-04 02:09:59.600858+00:00,50053.55705286009,0.00012326662250644238
2025-04-04 03:09:59.600859+00:00,50118.435783496825,0.0001236830323317431
2025-04-04 04:09:59.600860+00:00,50221.3073231262,0.0001236832985061021
2025-04-04 05:09:59.600860+00:00,50394.423581064155,0.00012415636664123126
2025-04-04 06:09:59.600861+00:00,50471.13110497567,0.0001245943534208984
2025-04-04 07:09:59.600861+00:00,50652.7673723582,0.00012489187289475156
2025-04-04 08:09:59.600862+00:00,50617.215560816265,0.00012496359883234506
2025-04-04 09:09:59.600862+00:00,50569.54567589363,0.00012466990225253413
2025-04-04 10:09:59.600863+00:00,50392.36450523752,0.0001243356459819227
2025-04-04 11:09:59.600863+00:00,50328.68031186327,0.000124024135550373
2025-04-04 12:09:59.600864+00:00,50329.08016800234,0.0001239265092376351
2025-04-04 13:09:59.600865+00:00,50261.794936665116,0.00012388686416216479
2025-04-04 14:09:59.600865+00:00,50374.2172858901,0.00012397576772774403
2025-04-04 15:09:59.600866+00:00,50452.9050747273,0.00012399552191752695
2025-04-04 16:09:59.600866+00:00,50626.99139076752,0.00012463043577571885
2025-04-04 17:09:59.600867+00:00,50458.55685144785,0.00012445084260086884
2025-04-04 18:09:59.600868+00:00,50366.42304218576,0.00012429253541471855
2025-04-04 19:09:59.600868+00:00,50569.87462778749,0.00012504685555168686
2025-04-04 20:09:59.600869+00:00,50591.080168291825,0.00012540579368288781
2025-04-04 21:09:59.600870+00:00,50563.38802358742,0.00012527800186110422
2025-04-04 22:09:59.600870+00:00,50532.659920427075,0.0001254872547070481
2025-04-04 23:09:59.600871+00:00,50351.4044872517,0.000125112229377411
2025-04-05 00:09:59.600871+00:00,50413.43948128956,0.0001251970119184104
2025-04-05 01:09:59.600872+00:00,50633.1757221846,0.00012594815637141578
2025-04-05 02:09:59.600873+00:00,50699.58205969089,0.00012600216330421756
2025-04-05 03:09:59.600873+00:00,50540.014702380584,0.00012566878279419928
2025-04-05 04:09:59.600874+00:00,50366.24853037648,0.0001251837405298702
2025-04-05 05:09:59.600874+00:00,50238.89393575524,0.00012471075602595453
2025-04-05 06:09:59.600875+00:00,50334.616954471276,0.0001251308852913378
2025-04-05 07:09:59.600876+00:00,50088.523442473015,0.0001245317119749102
2025-04-05 08:09:59.600876+00:00,50236.003384022,0.0001249829778891708
2025-04-05 09:09:59.600877+00:00,50426.30742513959,0.00012572841124401917
2025-04-05 10:09:59.600877+00:00,50410.95106880098,0.0001255988830378979
2025-04-05 11:09:59.600878+00:00,50591.30080316473,0.000126266507565345
2025-04-05 12:09:59.600879+00:00,50704.94582030892,0.00012677103547226222
2025-04-05 13:09:59.600879+00:00,50639.21028495666,0.0001265634404327411
2025-04-05 14:09:59.600880+00:00,50679.23716133643,0.00012678085758856917
2025-04-05 15:09:59.600880+00:00,50790.38826849801,0.00012675229849127846
2025-04-05 16:09:59.600881+00:00,50645.853795192095,0.00012625734745726666
2025-04-05 17:09:59.600882+00:00,50695.505511076044,0.0001266133821685898
2025-04-05 18:09:59.600882+00:00,50932.04081975081,0.00012690621398083366
2025-04-05 19:09:59.600883+00:00,50996.51266881624,0.00012731516686781115
2025-04-05 20:09:59.600883+00:00,50867.949218539485,0.00012685086414710456
2025-04-05 21:09:59.600884+00:00,51027.7494419877,0.000127472342219364
2025-04-05 22:09:59.600884+00:00,50905.07834718536,0.0001271901187080646
2025-04-05 23:09:59.600885+00:00,50994.20097128661,0.0001273196340760136
2025-04-06 00:09:59.600886+00:00,50834.51353522572,0.00012711531858961396
2025-04-06 01:09:59.600886+00:00,50646.85580947459,0.00012655411373120208
2025-04-06 02:09:59.600887+00:00,50598.58125164376,0.0001266394292345368
2025-04-06 03:09:59.600887+00:00,50664.575839427576,0.00012670090549655089
2025-04-06 04:09:59.600888+00:00,50726.82219850599,0.00012708075557966116
2025-04-06 05:09:59.600889+00:00,50747.64536292681,0.0001272408693787489
2025-04-06 06:09:59.600889+00:00,50713.33255590897,0.00012703992770336954
2025-04-06 07:09:59.600890+00:00,50851.876746835325,0.00012756841981133193
2025-04-06 08:09:59.600890+00:00,50622.77983626723,0.0001271678689971331
2025-04-06 09:09:59.600891+00:00,50439.665557464774,0.0001265893609396042
2025-04-06 10:09:59.600891+00:00,50279.17530319369,0.00012616803925618054
2025-04-06 11:09:59.600892+00:00,50088.10177206406,0.00012589009831723635
2025-04-06 12:09:59.600893+00:00,50039.91929924003,0.00012549541478455722
2025-04-06 13:09:59.600893+00:00,50247.511423304444,0.00012583915174657522
2025-04-06 14:09:59.600894+00:00,50498.51467345686,0.0001262267343924313
2025-04-06 15:09:59.600894+00:00,50493.562637842064,0.000126311283161732
2025-04-06 16:09:59.600895+00:00,50664.75951088024,0.00012690495956145534
2025-04-06 17:09:59.600896+00:00,50732.481828414275,0.00012729395176260243
2025-04-06 18:09:59.600896+00:00,50975.4039673453,0.0001280598797135957
2025-04-06 19:09:59.600897+00:00,50959.96697317624,0.00012815011750701995
2025-04-06 20:09:59.600897+00:00,50774.92421038787,0.00012769474624881575
2025-04-06 21:09:59.600898+00:00,50888.46704407649,0.0001281819793088922
2025-04-06 22:09:59.600899+00:00,51009.75005119626,0.0001284183908106572
2025-04-06 23:09:59.600899+00:00,51222.471700694936,0.00012874490031541152
2025-04-07 00:09:59.600900+00:00,51354.68549932363,0.00012875991717280826
2025-04-07 01:09:59.600901+00:00,51605.00609931205,0.0001293090213708085
2025-04-07 02:09:59.600901+00:00,51741.27382588617,0.00012952302429433557
2025-04-07 03:09:59.600902+00:00,51540.36295530705,0.00012911208073493102
2025-04-07 04:09:59.600902+00:00,51714.28980845415,0.0001294380947718698
2025-04-07 05:09:59.600903+00:00,51523.45096029129,0.00012904043822452676
2025-04-07 06:09:59.600904+00:00,51607.18920431969,0.00012910078909859977
2025-04-07 07:09:59.600904+00:00,51375.56730014241,0.00012863967315157859
2025-04-07 08:09:59.600905+00:00,51224.19574998025,0.0001280223055802424
2025-04-07 09:09:59.600905+00:00,51414.11204584922,0.00012823438020853937
2025-04-07 10:09:59.600906+00:00,51617.225180291935,0.00012845938262823136
2025-04-07 11:09:59.600907+00:00,51787.28077431038,0.00012885230696387356
2025-04-07 12:09:59.600907+00:00,51879.13282404277,0.00012910877051944129
2025-04-07 13:09:59.600908+00:00,51628.523038962936,0.0001286274296160713
2025-04-07 14:09:59.600908+00:00,51466.15936703508,0.00012853263583307943
2025-04-07 15:09:59.600909+00:00,51661.29627420678,0.00012923135450756281
2025-04-07 16:09:59.600910+00:00,51589.086156844336,0.00012883696807938883
2025-04-07 17:09:59.600910+00:00,51538.538692847214,0.00012879400395813457
2025-04-07 18:09:59.600911+00:00,51691.26716573524,0.00012931816766994212
2025-04-07 19:09:59.600911+00:00,51501.745827415696,0.00012899821371178892
2025-04-07 20:09:59.600912+00:00,51359.90267968697,0.00012860878873544436
2025-04-07 21:09:59.600913+00:00,51320.32037106357,0.0001282797808609979
2025-04-07 22:09:59.600913+00:00,51404.420762142865,0.0001282650633164139
