Date,close,high,low,open,volume,returns,log_returns,volatility,volume_change,ma_fast,ma_medium,ma_slow,trend_fast,trend_slow,body_size,upper_wick,lower_wick,hl_range,volume_ma,relative_volume,volume_price_trend,rsi,ema_12,ema_26,macd,macd_signal,macd_hist,bb_middle,bb_std,bb_upper,bb_lower,bb_width,bb_position,rsi_change,macd_change,vol_change_accel,state,state_0_prob,state_1_prob,state_2_prob,state_3_prob,state_4_prob,state_5_prob,state_confidence,state_smooth
2020-02-24,9650.1748046875,9951.74609375,9537.04296875,9921.5830078125,45080496648,-0.027642741538078885,-0.028031992193656916,0.026958326450166603,0.0945803889195671,9749.789306640625,9859.118861607143,9002.538955965909,-0.011089181142978521,0.09514870303044742,0.027355332602800025,0.003040148524055974,0.011402599348150109,0.041798080475006105,41349373526.4,1.0902340907104147,-0.030137059185510445,46.57437281939175,9786.727001400239,9627.491519791181,159.2354816090574,249.81578389482524,-90.58030228576786,9893.02666015625,245.0429417703825,10383.112543697016,9402.940776615485,0.09907703686164429,0.25223541054253773,-0.2217535497077776,-26.642334921292786,-0.054623161890575256,0,1.0,0.0,0.0,5.906245324755891e-296,0.0,0.0,1.0,0
2020-02-25,9341.705078125,9652.7373046875,9305.021484375,9651.3125,42515259129,-0.031965195740564556,-0.03248723753845248,0.025984008723466984,-0.05690348842050319,9706.234619140625,9866.773251488095,9041.47587890625,-0.016270631568761185,0.0912790548396265,0.032079307542367944,0.0001476280751970263,0.003800891718095337,0.036027827335660303,41714033439.15,1.0192075813291654,-0.032579169837454146,35.41175913540644,9718.262090127126,9606.322153741834,111.93993638529173,222.24061439291856,-110.30067800762683,9879.44072265625,267.83351192550515,10415.107746507261,9343.77369880524,0.10844075872080086,-0.0019308829815288047,-11.162613683985306,-47.29554522376566,-0.1514838773400703,0,0.9999966568995153,1.8355202501514735e-27,0.0,3.3431000198240614e-06,1.568264117188399e-89,2.4210734330686578e-14,0.9999966568995153,0
2020-02-26,8820.5224609375,9354.7783203125,8704.4267578125,9338.2900390625,50420050762,-0.05579095174048332,-0.057407687925487366,0.02859780431986059,0.1859283418458122,9541.050415039062,9829.016043526786,9074.840465198864,-0.029297503149094184,0.08310620789644863,0.05544565182267355,0.0017656638614809302,0.012432222884421697,0.06964353856857618,42353594791.45,1.1904550489815422,-0.06641662018694393,27.684771019448576,9580.148301021029,9548.114769089661,32.03353193136718,184.19919790060828,-152.1656659692411,9833.9767578125,356.9267679062706,10547.83029362504,9120.123221999958,0.14518105002544926,-0.20984750094530172,-7.726988115957866,-79.90640445392455,0.24283183026631538,0,0.9970182035411412,2.2573431147418816e-42,0.0,0.0029817964585184572,0.0,5.016362834005439e-14,0.9970182035411412,0
2020-02-27,8784.494140625,8932.892578125,8577.19921875,8825.09375,45470195695,-0.0040846016176541156,-0.004092966388449268,0.02846713314404364,-0.0981723538987499,9434.938842773438,9784.001395089286,9101.015189985796,-0.03567687066061209,0.07504505715527277,0.004600473436896917,0.012215034896938063,0.02348926002910734,0.04030476836294232,42900968668.25,1.059887389644221,-0.004329217746271982,28.31983989703943,9457.73996865241,9491.55027809228,-33.81030943987025,140.5972964325126,-174.40760587238285,9783.404296875,427.3143415621288,10638.032979999258,8928.775613750742,0.17470987750086991,-0.08441178957292529,0.6350688775908537,-65.84384137123743,-0.2841006957445621,0,0.9999867344038146,8.483351674236106e-40,4.131082847068853e-43,3.551291260044451e-10,1.326522456445592e-05,1.6318928420747196e-11,0.9999867344038146,0
2020-02-28,8672.455078125,8890.4560546875,8492.9326171875,8788.728515625,44605450443,-0.012754184897438958,-0.012836217768337236,0.02835498900126428,-0.019017847598467474,9317.936279296875,9730.501953125,9123.956977982954,-0.04239921802755786,0.06647828092632402,0.013229836067103883,0.011574773174713972,0.020426442871495785,0.04523105211331364,43372639002.3,1.0284237129457265,-0.013116706187820484,25.246552161848257,9336.92690857127,9430.876559576185,-93.94965100491572,93.68790694502694,-187.63755794994267,9723.77109375,493.4178253048102,10710.60674435962,8736.935443140379,0.202973854710322,-0.03267026529470538,-3.0732877351911725,-60.13934156504547,0.07915450630028242,0,0.9999999973933882,2.7761728470266355e-42,0.0,2.5902298047766297e-09,1.4604980679460795e-20,1.6287809085641522e-11,0.9999999973933882,0
2020-02-29,8599.5087890625,8775.6318359375,8599.5087890625,8671.212890625,35792392544,-0.008411261679117432,-0.008446835964171201,0.02736075447763931,-0.19757804957629443,9182.069702148438,9670.234793526786,9145.56045809659,-0.050481203590333146,0.057369292766054736,0.008269212446625993,0.012042023028334821,0.0,0.020311235474960814,43371864396.35,0.8252444999116096,-0.006941347438008952,28.22735643354804,9223.477967108382,9369.293761760357,-145.815794651975,45.787166625626554,-191.60296127760157,9647.912841796875,543.8781568037311,10735.669155404337,8560.156528189413,0.22549049342466349,0.018088730159873063,2.980804271699782,-51.86614364705929,-0.17856020197782696,0,0.9999999999508873,4.789193764127136e-47,2.041321607998701e-154,1.4781083692085256e-11,7.502515172943225e-13,3.304117775875995e-11,0.9999999999508873,0
2020-03-01,8562.4541015625,8726.796875,8471.212890625,8599.7587890625,35349164300,-0.0043089307085921735,-0.004318240904803676,0.027041313685854756,-0.012383308644571156,9044.478759765625,9596.224330357143,9159.98291015625,-0.057496110094685915,0.047624698045801495,0.004337876028272504,0.014772284787693333,0.010609740711977182,0.02971990152794302,43169995207.6,0.8188364193697396,-0.0035283093927359305,26.779847473992533,9121.78198779363,9309.527861004959,-187.74587321132822,-0.9194413417644023,-186.8264318695638,9583.20498046875,592.5497541498811,10768.304488768512,8398.105472168989,0.24732842732991273,0.06933959057552004,-1.4475089595555062,-41.930078559353205,0.18519474093172328,0,0.9999999999381544,2.115181966348566e-52,2.877057027052469e-44,1.0667834652398276e-12,5.842926706620691e-12,5.4787332363289295e-11,0.9999999999381544,0
2020-03-02,8869.669921875,8921.30859375,8532.630859375,8563.2646484375,42857674409,0.03587941221856461,0.035250739590151826,0.027057589660619136,0.21240983366048072,8912.623046875,9549.227120535714,9172.818865411931,-0.06666550765052914,0.041035178023967056,0.035781362134289334,0.006030255281719254,0.003577349331144356,0.04538896674715294,43430475958.6,0.9868110690256764,0.03540620112741466,36.40345880275399,9082.995516113842,9276.945791439777,-193.95027532593485,-39.5256081385985,-154.42466718733635,9516.27666015625,593.830965883964,10703.93859192418,8328.614728388322,0.24960643204932384,0.22778165192230865,9.623611328761456,-6.204402114606637,0.22479314230505187,2,0.0,1.35919628985668e-54,0.9999999933806976,9.23281411861413e-61,9.03850701124154e-20,6.618732551766488e-09,0.9999999933806976,0
2020-03-03,8787.7861328125,8901.5986328125,8704.990234375,8865.3876953125,42386715821,-0.009231886844013548,-0.009274764811755473,0.026706296419394766,-0.010988897426060573,8804.824462890625,9481.586635044643,9185.690198863636,-0.07137646874971904,0.03221276025808195,0.008753318542519147,0.004084529492054389,0.009339230418685202,0.02217707845325874,43377596558.15,0.9771568547874322,-0.009021001512249752,24.42224087207532,9037.578687913636,9240.711742652571,-203.13305473893524,-72.24709745866585,-130.8859572802694,9439.363232421874,582.9468510735495,10605.256934568974,8273.469530274775,0.24702804065056913,0.22056753612724908,-11.981217930678667,-9.18277941300039,-0.2233987310865413,0,0.9999999991996447,3.0402389737010343e-56,8.039649712146542e-182,1.1470896689199799e-10,6.914037975098433e-24,6.849001179426108e-10,0.9999999991996447,1
2020-03-04,8755.24609375,8843.3662109375,8712.431640625,8788.5419921875,34746706368,-0.0037028710724991143,-0.0037097436703969933,0.026714688843152083,-0.18024537417015085,8731.51708984375,9406.786225818452,9201.620649857954,-0.07178531751059847,0.022296678353466604,0.003788557700139353,0.006238147214718383,0.00487162184160462,0.014898326756462354,42647128307.9,0.814749028753795,-0.0030169106099191766,29.77726602137382,8994.142904196153,9204.751324215344,-210.60842001919082,-99.91936197077085,-110.68905804841997,9366.40654296875,572.0519608657879,10510.510464700326,8222.302621237175,0.24429943681879593,0.23290868180323465,5.355025149298498,-7.4753652802555735,-0.16925647674409028,0,0.999999999310603,7.508035724628051e-56,1.0511554839349188e-35,5.9500401729120645e-12,6.678282080110847e-17,6.838078829991123e-10,0.999999999310603,1
